congress,state_abbrev,district_code,chamber,party_code,bioname,born,ideology_score,votes_cast
117,NC,8,House,200,"HUDSON, Richard",1971,0.541,717
117,NC,7,House,200,"ROUZER, David",1972,0.566,720
117,NC,13,House,200,"BUDD, Theodore Paul",1971,0.653,664
117,NC,9,House,200,"BISHOP, Dan",1964,0.715,706
117,NC,3,House,200,"MURPHY, Gregory Francis",1963,0.486,706
117,NC,11,House,200,"CAWTHORN, Madison",1995,0.554,699
117,ND,1,House,200,"ARMSTRONG, Kelly",1976,0.479,685
117,OH,10,House,200,"TURNER, Michael R.",1960,0.275,707
117,OH,4,House,200,"JORDAN, Jim",1964,0.718,704
117,OH,5,House,200,"LATTA, Robert E.",1956,0.514,725
117,OH,6,House,200,"JOHNSON, Bill",1954,0.422,722
117,OH,15,House,200,"STIVERS, Steve",1965,0.3,117
117,OH,7,House,200,"GIBBS, Bob",1954,0.48,700
117,OH,2,House,200,"WENSTRUP, Brad",1958,0.534,718
117,OH,14,House,200,"JOYCE, David",1957,0.261,717
117,OH,8,House,200,"DAVIDSON, Warren",1970,0.667,715
117,OH,12,House,200,"BALDERSON, Troy",1962,0.423,716
117,OH,16,House,200,"GONZALEZ, Anthony",1984,0.246,685
117,OH,15,House,200,"CAREY, Mike",1971,0.394,408
117,OH,1,House,200,"CHABOT, Steve",1953,0.549,724
117,OK,4,House,200,"COLE, Tom",1949,0.329,720
117,OK,2,House,200,"MULLIN, Markwayne",1977,0.538,709
117,OK,1,House,200,"HERN, Kevin",1961,0.686,713
117,OK,5,House,200,"BICE, Stephanie I.",1973,0.402,723
117,OK,3,House,200,"LUCAS, Frank D.",1960,0.366,705
117,OR,2,House,200,"BENTZ, Cliff",1952,0.466,723
117,PA,15,House,200,"THOMPSON, Glenn",1959,0.318,714
117,PA,16,House,200,"KELLY, Mike",1948,0.365,719
117,PA,10,House,200,"PERRY, Scott",1962,0.664,712
117,PA,1,House,200,"FITZPATRICK, Brian K.",1973,0.159,724
117,PA,11,House,200,"SMUCKER, Lloyd K.",1964,0.431,719
117,PA,13,House,200,"JOYCE, John",1957,0.557,723
117,PA,9,House,200,"MEUSER, Dan",1964,0.501,708
117,PA,14,House,200,"RESCHENTHALER, Guy",1983,0.368,720
117,PA,12,House,200,"KELLER, Fred",1965,0.498,723
117,PR,0,House,200,"GONZÁLEZ-CÓLON, Jenniffer",1976,0.258,11
117,SC,2,House,200,"WILSON, Addison Graves (Joe)",1947,0.531,698
117,SC,3,House,200,"DUNCAN, Jeff",1966,0.706,705
117,SC,7,House,200,"RICE, Tom",1957,0.564,720
117,SC,5,House,200,"NORMAN, Ralph",1953,0.841,687
117,SC,4,House,200,"TIMMONS, William",1984,0.591,722
117,SC,1,House,200,"MACE, Nancy",1977,0.375,717
117,SD,1,House,200,"JOHNSON, Dustin",1976,0.442,722
117,TN,3,House,200,"FLEISCHMANN, Chuck",1962,0.459,725
117,TN,4,House,200,"DESJARLAIS, Scott",1964,0.578,720
117,TN,8,House,200,"KUSTOFF, David",1966,0.534,718
117,TN,2,House,200,"BURCHETT, Timothy",1964,0.671,695
117,TN,7,House,200,"GREEN, Mark",1964,0.673,702
117,TN,6,House,200,"ROSE, John",1965,0.667,704
117,TN,1,House,200,"HARSHBARGER, Diana",1960,0.666,718
117,TX,26,House,200,"BURGESS, Michael C.",1950,0.574,701
117,TX,31,House,200,"CARTER, John R.",1941,0.481,715
117,TX,1,House,200,"GOHMERT, Louie",1953,0.642,676
117,TX,10,House,200,"McCAUL, Michael T.",1962,0.424,710
117,TX,14,House,200,"WEBER, Randy",1953,0.731,701
117,TX,25,House,200,"WILLIAMS, Roger",1949,0.586,683
117,TX,36,House,200,"BABIN, Brian",1948,0.708,714
117,TX,19,House,200,"ARRINGTON, Jodey Cook",1972,0.656,664
117,TX,27,House,200,"CLOUD, Michael",1975,0.676,694
117,TX,2,House,200,"CRENSHAW, Daniel",1984,0.43,706
117,TX,5,House,200,"GOODEN, Lance",1982,0.757,724
117,TX,21,House,200,"ROY, Charles",1972,0.8,691
117,TX,3,House,200,"TAYLOR, Nicholas",1972,0.573,710
117,TX,6,House,200,"WRIGHT, Ron",1953,0.711,14
117,TX,4,House,200,"FALLON, Pat",1967,0.714,710
117,TX,23,House,200,"GONZALES, Tony",1980,0.307,723
117,TX,13,House,200,"JACKSON, Ronny",1967,0.781,693
117,TX,22,House,200,"NEHLS, Troy E.",1968,0.636,705
117,TX,11,House,200,"PFLUGER, August",1977,0.667,707
117,TX,24,House,200,"VAN DUYNE, Beth",1970,0.563,722
117,TX,6,House,200,"ELLZEY, Jake",1970,0.548,491
117,TX,34,House,200,"FLORES, Mayra",1986,0.343,135
117,TX,17,House,200,"SESSIONS, Pete",1955,0.59,712
117,TX,8,House,200,"BRADY, Kevin Patrick",1955,0.52,582
117,TX,12,House,200,"GRANGER, Kay",1943,0.402,706
117,UT,2,House,200,"STEWART, Chris",1960,0.507,721
117,UT,3,House,200,"CURTIS, John R.",1960,0.488,714
117,UT,1,House,200,"MOORE, Blake D.",1980,0.358,718
117,UT,4,House,200,"OWENS, Burgess",1951,0.448,721
117,VA,1,House,200,"WITTMAN, Robert J.",1959,0.445,692
117,VA,9,House,200,"GRIFFITH, H. Morgan",1958,0.535,708
117,VA,6,House,200,"CLINE, Benjamin",1972,0.712,712
117,VA,5,House,200,"GOOD, Bob",1965,0.8,693
117,WA,5,House,200,"McMORRIS RODGERS, Cathy",1969,0.422,714
117,WA,3,House,200,"HERRERA BEUTLER, Jaime",1978,0.343,724
117,WA,4,House,200,"NEWHOUSE, Daniel Milton",1955,0.333,718
117,WV,1,House,200,"McKINLEY, David",1947,0.301,676
117,WV,2,House,200,"MOONEY, Alex X.",1971,0.559,714
117,WV,3,House,200,"MILLER, Carol",1950,0.479,701
117,WI,6,House,200,"GROTHMAN, Glenn",1955,0.6,719
117,WI,8,House,200,"GALLAGHER, Michael",1984,0.438,715
117,WI,1,House,200,"STEIL, Bryan",1981,0.418,724
117,WI,7,House,200,"TIFFANY, Thomas P.",1957,0.635,688
117,WI,5,House,200,"FITZGERALD, Scott",1963,0.632,716
117,WY,1,House,200,"CHENEY, Liz",1966,0.431,641
117,AL,0,Senate,200,"TUBERVILLE, Thomas Hawley (Tommy)",1954,0.936,797
117,AL,0,Senate,200,"SHELBY, Richard C.",1934,0.448,750
117,AK,0,Senate,200,"MURKOWSKI, Lisa",1957,0.21,759
117,AK,0,Senate,200,"SULLIVAN, Daniel Scott",1964,0.481,765
117,AR,0,Senate,200,"BOOZMAN, John",1950,0.426,809
117,AR,0,Senate,200,"COTTON, Tom",1977,0.613,800
117,FL,0,Senate,200,"RUBIO, Marco",1971,0.607,773
117,FL,0,Senate,200,"SCOTT, Richard Lynn (Rick)",1952,0.65,798
117,GA,0,Senate,200,"LOEFFLER, Kelly",1970,0.555,2
117,ID,0,Senate,200,"CRAPO, Michael Dean",1951,0.498,806
117,ID,0,Senate,200,"RISCH, James",1943,0.552,761
117,IN,0,Senate,200,"YOUNG, Todd",1972,0.458,796
117,IN,0,Senate,200,"BRAUN, Michael",1954,0.8,793
117,IA,0,Senate,200,"GRASSLEY, Charles Ernest",1933,0.354,815
117,IA,0,Senate,200,"ERNST, Joni",1970,0.552,785
117,KS,0,Senate,200,"MARSHALL, Roger Wayne",1960,0.573,795
117,KS,0,Senate,200,"MORAN, Jerry",1954,0.418,734
117,KY,0,Senate,200,"McCONNELL, Addison Mitchell (Mitch)",1942,0.404,792
117,KY,0,Senate,200,"PAUL, Rand",1963,0.886,758
117,LA,0,Senate,200,"CASSIDY, Bill",1957,0.465,791
117,LA,0,Senate,200,"KENNEDY, John Neely",1951,0.572,764
117,ME,0,Senate,200,"COLLINS, Susan Margaret",1952,0.116,815
117,MS,0,Senate,200,"WICKER, Roger F.",1951,0.377,803
117,MS,0,Senate,200,"HYDE-SMITH, Cindy",1959,0.435,786
117,MO,0,Senate,200,"BLUNT, Roy",1950,0.402,745
117,MO,0,Senate,200,"HAWLEY, Joshua David",1979,0.733,800
117,MT,0,Senate,200,"DAINES, Steve",1962,0.573,763
117,NE,0,Senate,200,"FISCHER, Debra (Deb)",1951,0.455,784
117,NE,0,Senate,200,"SASSE, Benjamin Eric",1972,0.672,782
117,NC,0,Senate,200,"BURR, Richard M.",1955,0.436,724
117,NC,0,Senate,200,"TILLIS, Thomas Roland (Thom)",1960,0.401,768
117,ND,0,Senate,200,"CRAMER, Kevin",1961,0.394,721
117,ND,0,Senate,200,"HOEVEN, John",1957,0.377,788
117,OH,0,Senate,200,"PORTMAN, Robert Jones (Rob)",1955,0.372,781
117,OK,0,Senate,200,"INHOFE, James Mountain",1934,0.554,723
117,OK,0,Senate,200,"LANKFORD, James",1968,0.607,809
117,PA,0,Senate,200,"TOOMEY, Patrick Joseph",1961,0.624,722
117,SC,0,Senate,200,"SCOTT, Tim",1965,0.624,801
117,SC,0,Senate,200,"GRAHAM, Lindsey O.",1955,0.378,742
117,SD,0,Senate,200,"THUNE, John",1961,0.428,807
117,SD,0,Senate,200,"ROUNDS, Marion Michael (Mike)",1954,0.373,619
117,TN,0,Senate,200,"BLACKBURN, Marsha",1952,0.627,764
117,TN,0,Senate,200,"HAGERTY, William Francis (Bill)",1959,0.711,799
117,TX,0,Senate,200,"CORNYN, John",1952,0.474,758
117,TX,0,Senate,200,"CRUZ, Rafael Edward (Ted)",1970,0.819,787
117,UT,0,Senate,200,"LEE, Mike",1971,0.89,811
117,UT,0,Senate,200,"ROMNEY, Willard Mitt (Mitt)",1947,0.292,769
117,WV,0,Senate,200,"CAPITO, Shelley Moore",1953,0.274,787
117,WI,0,Senate,200,"JOHNSON, Ron",1955,0.62,767
117,WY,0,Senate,200,"LUMMIS, Cynthia M.",1954,0.69,770
117,WY,0,Senate,200,"BARRASSO, John A.",1952,0.537,762
117,ME,0,Senate,328,"KING, Angus Stanley, Jr.",1944,-0.161,809
117,VT,0,Senate,328,"SANDERS, Bernard",1941,-0.537,735
